Date,Close,High,Low,Open,Volume,MA_10,MA_50,MA_200,Daily_Return,RSI,BB_Middle,BB_Upper,BB_Lower,MACD,Signal_Line,MACD_Histogram,ATR,ADX,Sentiment_Proxy,Stochastic_K,Stochastic_D
2020-10-15,117.70417785644531,118.1819741959685,115.20792725389234,115.7637332845987,112559200,114.77887496948242,114.00747268676758,86.17618545532227,-0.003960664130297276,63.10230583226764,111.89745559692383,121.17347862427074,102.62143256957692,1.6519295136180716,0.7758680480997819,0.8760614655182897,3.44557682582708,54.78182768977502,1.0258146033260545,64.4646891144185,73.24096174880906
2020-10-16,116.05624389648438,118.52324985437662,115.85147406239771,118.25996903954183,115393800,115.36393280029297,114.11127182006835,86.39288631439209,-0.014000641183448903,56.51059748575237,112.49129066467285,121.18960752126739,103.7929738080783,1.6045904204029853,0.9416125225604227,0.6629778978425626,3.4246837235937337,51.50635692634275,1.0230620785242652,51.632360097320884,64.13165768057503
2020-10-19,113.09195709228516,117.42139051387834,112.7799257876711,116.97284597845898,120639300,115.31322860717773,114.2061978149414,86.59830059051514,-0.02554181235473374,52.83362151281323,112.77894477844238,121.13354533848187,104.4243442184029,1.3127481331285082,1.0158396446740399,0.2969084884544684,3.635026235831746,46.860686283849475,1.0411550610074496,28.549697504806016,48.21558223884846
2020-10-20,114.5838623046875,116.01725873391653,112.75067179572477,113.3064778152816,124423700,115.73739776611328,114.29946594238281,86.80830532073975,0.013191965642480818,52.56337322299791,113.05684852600098,121.25407323891744,104.85962381308451,1.1881490573857008,1.050301527216372,0.1378475301693287,3.6148282721106426,42.879192793499065,1.0289717736148836,40.16704323164788,40.11636694459159
2020-10-21,113.95979309082031,115.75397121203213,113.55024596366279,113.76476887802791,89946000,115.91194152832031,114.44563323974609,87.01689651489258,-0.005446397086945276,50.121893306047795,113.5322093963623,120.66163367843915,106.40278511428546,1.0272052395877154,1.0456822696906407,-0.01847703010292534,3.6392053172363754,39.30068355556143,1.0194074898708239,35.30746652750918,34.67473575465436
2020-10-22,112.86766815185547,115.10064494149853,111.73655015280667,114.5253328724893,101988000,115.98799667358398,114.49906784057617,87.21421657562256,-0.009583423322772067,54.52434203223889,113.89933319091797,119.97031636570892,107.82835001612702,0.8022825354742764,0.9970023228473679,-0.19471978737309148,3.561198951577824,35.88518468844327,1.0301073801194975,26.636156672779215,34.03688881064542
2020-10-23,112.17534637451172,113.64774737685771,111.43426933871073,113.4917280264103,82572600,115.79980087280273,114.49965240478515,87.40027931213379,-0.006133924698544124,47.335745902910304,114.03389549255371,119.8047055886837,108.26308539642372,0.5616902746802168,0.9099399132139376,-0.3482496385337208,3.466475973691842,30.71391803392679,1.0198635307727373,21.232801417188146,27.725474872492175
2020-10-26,112.18512725830078,113.64777555403136,110.06915706985596,111.1710235471979,111850700,114.8880859375,114.502431640625,87.58554355621338,8.719281112279376e-05,53.926093994812014,114.03828468322754,119.80302338433287,108.27354598212222,0.3675712773269453,0.8014661860365392,-0.4338949087095939,3.426079316706518,25.51801806374681,1.0325124547097622,17.346175167101283,21.73837775235621
2020-10-27,113.69650268554688,114.35957007435778,111.68780181918402,112.61414257382006,92276800,114.44928970336915,114.54128921508789,87.77033897399902,0.013472155036792222,53.20675010762457,114.16065979003906,119.77811761563223,108.5432019644459,0.3318604584706293,0.7075450405233572,-0.3756845820527279,3.450456883970593,20.60158331475869,1.023921755211005,29.73603918665619,22.771671923648537
2020-10-28,108.43096923828125,112.55563988990885,108.33346085906479,112.18510507312128,143937800,113.47516479492188,114.45621154785157,87.9339877319336,-0.046312184833236625,43.49770967808103,113.93589973449707,120.09493677464052,107.77686269435362,-0.11994254307582253,0.5420475238035213,-0.6619900668793438,3.707464586668883,17.165965072353792,1.038973914406158,0.6997784323984882,15.927330928718648
2020-10-29,112.44837951660156,114.01828898706523,109.40606895582341,109.57184138543087,146129200,112.9495849609375,114.44865432739257,88.119345703125,0.037050395348693144,47.34809968836383,113.86422996520996,120.05917370614524,107.66928622427467,-0.1520752139020516,0.4032229762624068,-0.5552981901644584,3.9616869095665157,14.590018494310566,1.042156893810929,29.531116717938215,19.98897811233096
2020-10-30,106.1492691040039,109.20132604764738,105.03765692954389,108.29448375380743,190272600,111.95888748168946,114.26504348754882,88.26848697662354,-0.056017796251725205,24.220334957108207,113.66141014099121,120.5836111591802,106.73920912280222,-0.6780104708089851,0.1869762868481284,-0.8649867576571135,3.9191993797202067,19.651944300503324,1.0396397752940774,6.45161507389541,12.227503408077366
2020-11-02,106.06147766113281,107.92391966714173,104.64758758408,106.39301507304658,122866900,111.25583953857422,113.96081268310547,88.412964553833,-0.0008270564989484308,27.10730220748738,113.28453407287597,120.99671835058642,105.57234979516552,-1.0893446992037639,-0.06828791036225007,-1.0210567888415139,3.753432734515425,23.692163968035853,1.0313082428243205,9.229765130299942,15.07083230737785
2020-11-03,107.68991088867188,108.71376013684448,106.0224928792937,106.9293350359113,107624400,110.56644439697266,113.66014099121094,88.56819904327392,0.015353672826828868,31.147008754830438,113.15192108154297,121.16257277222124,105.1412693908647,-1.2692974161287083,-0.3084898115155417,-0.9608076046131666,3.7081601939962607,26.776200293501308,1.0253839273578937,21.925607912096005,12.535662705430449
2020-11-04,112.08759307861328,112.71165565418494,109.5523379354268,111.29776550877692,138235500,110.37922439575195,113.46755905151367,88.74405410766602,0.04083652919434266,41.14934226329521,113.14558296203613,121.15955797682442,105.13160794724784,-1.0450088297226898,-0.45579361515697137,-0.5892152145657185,3.854424324241754,27.995979102381174,1.028838432645959,53.61910191818353,28.258158320193157
2020-11-05,116.06600952148438,116.64132168469465,113.95979997203881,115.01290102705485,126387100,110.69905853271484,113.32144058227539,88.93794918060303,0.035493816341303885,50.014335812831625,113.34352760314941,121.44459791963494,105.24245728666388,-0.540008667383816,-0.4726366256023403,-0.06737204178147571,3.9888495252490728,29.215757911261043,1.0235304178606295,89.38936979188735,54.97802654072229
2020-11-06,115.93415832519531,116.4323113514343,113.43359348677035,115.57274661299846,114457900,111.0749397277832,113.20218185424805,89.13229866027832,-0.0011360018047718023,54.5507539412146,113.43737030029297,121.61636299990464,105.2583776006813,-0.14871736876092712,-0.40785277423405775,0.25913540547313063,3.8715104637102664,31.24631610661328,1.0264358888093736,94.10389330322828,79.03745500443306
2020-11-09,113.61917877197266,119.15752589443073,113.35545115043828,117.7021241226147,154515300,111.2183448791504,113.04057250976562,89.32640373229981,-0.019968054166824012,48.495074831473566,113.0532154083252,120.35109442139954,105.75533639525086,-0.02512606076635393,-0.331307431540517,0.3061813707741631,4.052616735553173,32.615404145937,1.0511847880724527,61.830663893951424,81.77464232968902
2020-11-10,113.27729797363281,114.85967848302198,111.48001699164712,112.86705172692065,138023400,111.17642440795899,112.78958389282226,89.50821941375733,-0.0030090060677694375,48.925836926445,112.81285705566407,119.719173439095,105.90654067223313,0.04471853065261655,-0.2561022391018903,0.30082076975450683,4.136612181482138,34.471407892569005,1.0303162986746592,59.47448021468683,71.80301247062216
2020-11-11,116.715576171875,116.85232493510753,113.73639817031066,114.4689840243058,112295000,112.00488510131837,112.5071208190918,89.69917655944825,0.03035275611042998,55.63963868061307,112.74002494812012,119.43588543579285,106.04416446044739,0.3732090664599923,-0.13023997798951376,0.5034490444495061,4.151678765252343,35.14096218254177,1.0273960386905432,83.17050238033227,68.15854882965684
2020-11-12,116.44206237792969,117.7314130027431,115.81692313270185,116.84254616591035,103162300,112.40425338745118,112.27340286254883,89.88933498382568,-0.0023434215287815308,56.33118364391489,112.67691917419434,119.19727954032058,106.1565588080681,0.6045015874021971,0.016708335088828408,0.5877932523133687,4.1303224675305055,35.86132103638455,1.0165303119635432,81.28549234035022,74.6434916451231
2020-11-13,116.49090576171875,116.8913821021024,115.13318074907436,116.66672664224632,81581900,113.43841705322265,112.24582214355469,90.09712070465088,0.00041946512103629985,56.3817485792316,112.69865226745605,119.26914344927148,106.12816108564063,0.7827211077885039,0.16991088962876352,0.6128102181597403,4.000292672448552,36.42008143346129,1.0152710221466037,81.62211254330602,82.02603575466283
2020-11-16,117.50675964355469,118.1807334795776,115.40667896087977,116.15879706701332,91183000,114.58294525146485,112.23699859619141,90.31101474761962,0.00872045654717346,55.73150617268082,112.91939239501953,119.83318664671998,106.00559814331908,0.9944686643881937,0.3348224445806496,0.6596462198075441,4.007598834128842,36.46412433647235,1.0240372094897399,88.62320283127279,83.84360257164302
2020-11-17,116.61788177490234,117.86816024947451,116.19786565120255,116.77417031034764,74271000,115.47574234008789,112.36914337158203,90.50812911987305,-0.007564482854847454,64.18240389350487,113.02109336853027,120.09594309932314,105.94624363773741,1.0781271347160981,0.4834833826077393,0.5946437521083587,3.743831174970976,36.121473401268176,1.0143745721051864,82.49720939394537,84.24750825617473
2020-11-18,115.28947448730469,117.03791358767974,115.26017224604259,115.85600932586726,76322100,115.79593048095703,112.38696090698242,90.69545406341553,-0.011391111443455726,55.42733951521977,113.08757743835449,120.22428922709352,105.95086564961545,1.0254153590710189,0.5918697779003953,0.4335455811706236,3.4717184316033456,35.776753991826816,1.0154237262273238,73.34205477381835,81.48748899967883
2020-11-19,115.88529205322266,116.29553826630797,114.09778111474732,114.85966906826211,74113000,115.77785873413086,112.49138763427734,90.8812066268921,0.005168013546488881,73.78047098794465,113.23845863342285,120.48238394705751,105.99453331978819,1.0199609206294724,0.6774880064462108,0.34247291418326165,3.099363757639272,31.12763847282556,1.0192620498846545,77.44832699341103,77.76253038705825
2020-11-20,114.61548614501953,116.0122833606363,114.566651563308,115.88530450548863,73604300,115.64599151611328,112.59947631835938,91.06596130371094,-0.010957438046753532,69.75280605907919,113.36046562194824,120.61119247114462,106.10973877275185,0.902768955718841,0.7225441963007369,0.18022475941810412,2.968599451515456,26.70064688953959,1.0126182600050022,65.42041619402953,72.0702659870863
2020-11-23,111.2065200805664,114.88898878015578,111.1088434668693,114.45920273719096,127959300,115.40472564697265,112.57385879516602,91.23182666778564,-0.029742630591296004,57.50348452985952,113.31153526306153,120.60871736913413,106.01435315698893,0.5287236110522144,0.6837800792510325,-0.15505646819881802,3.046376455496577,21.016155642027396,1.0340220021677542,17.221757160816054,53.36350011608554
2020-11-24,112.4958724975586,113.16008391412161,109.97577558304761,111.26513373188881,113874200,115.32658309936524,112.57051803588867,91.40649280548095,0.01159421602310795,51.004385105506046,113.2515037536621,120.55510267851625,105.94790482880796,0.3324971251497999,0.613523488430786,-0.28102636328098607,2.915130995893787,20.727894780833072,1.0289546340018252,27.44680294111987,36.696325431988484
2020-11-25,113.33590698242188,114.0391905490455,112.49587466142678,112.86705623950492,76499200,114.98861618041992,112.65047988891601,91.57614952087403,0.0074672471639483096,42.05740403362419,113.49675064086914,120.43927857632416,106.55422270541412,0.24198058227916874,0.5392149072004626,-0.29723432492129387,2.7001016705656116,20.439633919638744,1.0137188665118926,36.595760997862534,27.08810703326615
2020-11-27,113.88288879394531,114.76199315028312,113.52148460740729,113.86335645369218,46691300,114.73269882202149,112.77628967285156,91.75136829376221,0.004826200505090306,44.173057151129825,113.56847610473633,120.49502194329636,106.6419302661763,0.21193932616553468,0.47375979099347704,-0.26182046482794236,2.5877708350797044,20.54582304269852,1.0109275221969294,42.553032683254735,35.53186554074571
2020-11-30,116.28578186035156,118.16119960518925,114.09778703912657,114.25407557732021,169410200,114.71218643188476,113.01841445922851,91.93850440979004,0.021099684876750402,57.53724555216318,114.0753017425537,120.14667721251197,108.00392627259544,0.3776712438962022,0.4545420815740221,-0.07687083767781988,2.4789305541690965,21.499433506329144,1.0356134213599537,76.9047977683415,52.017863816486255
2020-12-01,119.87056732177734,120.60315308283555,117.22349166609008,118.20027268083436,127728200,114.94856719970703,113.26904830932617,92.15078426361084,0.030827375488869047,65.74894857330719,114.76575622558593,120.09535143732558,109.43616101384629,0.7891800339824471,0.5214696720557072,0.2677103619267399,2.545909820676891,21.219066973847163,1.0288309226138084,93.10661768556898,70.85481604572173
2020-12-02,120.22219848632812,120.5054658499052,118.08304586787362,119.18680563443502,89004200,115.3089988708496,113.49297653198242,92.35921634674072,0.002933423711984906,59.824802913966174,115.39237060546876,120.13354617845883,110.65119503247868,1.1306440503505542,0.6433045477146766,0.48733950263587755,2.463580750716667,21.40815977634373,1.0205145452018751,96.41534709277973,88.80892084889673
