Date,Close,High,Low,Open,Volume,MA_10,MA_50,MA_200,Daily_Return,RSI,BB_Middle,BB_Upper,BB_Lower,MACD,Signal_Line,MACD_Histogram,ATR,ADX,Sentiment_Proxy,Stochastic_K,Stochastic_D,RSI_Lag_1,MACD_Lag_1,ADX_Lag_1,RSI_Lag_2,MACD_Lag_2,ADX_Lag_2,RSI_Lag_3,MACD_Lag_3,ADX_Lag_3,Close_Pct_Change_Lag_1,Volume_Pct_Change_Lag_1,ATR_Lag_1,Close_Pct_Change_Lag_2,Volume_Pct_Change_Lag_2,ATR_Lag_2,Close_Pct_Change_Lag_3,Volume_Pct_Change_Lag_3,ATR_Lag_3,RSI_Change,MACD_Change,ADX_Change,MA_Cross,Target_Up,Target_Pct_Change,Prediction_Probability,Prediction_Direction,Prediction_Correct
2020-10-20,114.5838623046875,116.01725873391652,112.75067179572476,113.3064778152816,124423700,115.73739776611328,114.2994659423828,86.80830532073975,0.0131919656424808,52.56337322299791,113.05684852600098,121.25407323891744,104.85962381308453,1.1881490573857008,1.050301527216372,0.1378475301693287,3.6148282721106426,42.879192793499065,1.0289717736148836,40.16704323164788,40.11636694459159,52.83362151281323,1.3127481331285082,46.86068628384948,56.51059748575237,1.6045904204029853,51.50635692634275,63.10230583226764,1.6519295136180716,54.78182768977502,0.013191965642480818,0.03136954541347636,3.635026235831746,-0.012686793423283271,0.07825290440214294,3.4246837235937337,-0.02650981136424435,0.10540675484545026,3.44557682582708,-0.2702482898153207,-0.12459907574280749,-3.9814934903504167,1,0,-0.02101967835375762,0.32959968264826567,0,1
2020-10-21,113.95979309082033,115.75397121203213,113.5502459636628,113.76476887802792,89946000,115.91194152832033,114.44563323974609,87.01689651489258,-0.0054463970869452,50.1218933060478,113.5322093963623,120.66163367843916,106.40278511428546,1.0272052395877154,1.0456822696906407,-0.0184770301029253,3.639205317236376,39.30068355556143,1.019407489870824,35.30746652750918,34.67473575465436,52.56337322299791,1.1881490573857008,42.879192793499065,52.83362151281323,1.3127481331285082,46.86068628384948,56.51059748575237,1.6045904204029853,51.50635692634275,-0.005446397086945165,-0.2770991378652138,3.6148282721106426,0.007673719872289375,-0.2544220664410354,3.635026235831746,-0.018064093195485187,-0.22053004580835367,3.4246837235937337,-2.441479916950108,-0.1609438177979854,-3.578509237937638,1,0,-0.015572736527392772,0.2866511950373583,0,1
2020-10-22,112.86766815185548,115.10064494149852,111.73655015280669,114.5253328724893,101988000,115.98799667358398,114.49906784057616,87.21421657562256,-0.009583423322772,54.52434203223889,113.89933319091796,119.97031636570892,107.82835001612702,0.8022825354742764,0.997002322847368,-0.1947197873730914,3.561198951577824,35.88518468844327,1.0301073801194975,26.63615667277921,34.03688881064542,50.1218933060478,1.0272052395877154,39.30068355556143,52.56337322299791,1.1881490573857008,42.879192793499065,52.83362151281323,1.3127481331285082,46.86068628384948,-0.009583423322772067,0.13388032819691809,3.639205317236376,-0.014977625280849116,-0.1803169331887735,3.6148282721106426,-0.001983243956479197,-0.15460384799978122,3.635026235831746,4.402448726191089,-0.22492270411343895,-3.41549886711816,1,1,0.007343418600411322,0.5330826714333857,1,1
2020-10-23,112.17534637451172,113.64774737685772,111.43426933871072,113.4917280264103,82572600,115.79980087280272,114.49965240478517,87.40027931213379,-0.0061339246985441,47.335745902910304,114.03389549255373,119.8047055886837,108.26308539642372,0.5616902746802168,0.9099399132139376,-0.3482496385337208,3.466475973691842,30.71391803392679,1.0198635307727373,21.232801417188146,27.72547487249217,54.52434203223889,0.8022825354742764,35.88518468844327,50.1218933060478,1.0272052395877154,39.30068355556143,52.56337322299791,1.1881490573857008,42.879192793499065,-0.006133924698544235,-0.19036945523002702,3.561198951577824,-0.015658564024300103,-0.08197585217797343,3.639205317236376,-0.02101967835375762,-0.33635955207890456,3.6148282721106426,-7.188596129328587,-0.2405922607940596,-5.171266654516476,1,0,-0.03337967973577194,0.45278257941190536,0,1
2020-10-26,112.18512725830078,113.64777555403136,110.06915706985596,111.1710235471979,111850700,114.8880859375,114.502431640625,87.58554355621338,8.719281112279376e-05,53.926093994812014,114.03828468322754,119.80302338433287,108.27354598212222,0.3675712773269453,0.8014661860365392,-0.4338949087095939,3.426079316706518,25.51801806374681,1.0325124547097622,17.346175167101283,21.73837775235621,47.335745902910304,0.5616902746802168,30.71391803392679,54.52434203223889,0.8022825354742764,35.88518468844327,50.1218933060478,1.0272052395877154,39.30068355556143,8.719281112279376e-05,0.3545740354548603,3.466475973691842,-0.006047266721559197,0.09670451425657922,3.561198951577824,-0.015572736527392772,0.2435316745602918,3.639205317236376,6.59034809190171,-0.19411899735327154,-5.195899970179983,1,1,0.0023465878653829986,0.703965086560985,1,1
2020-10-27,113.69650268554688,114.35957007435778,111.68780181918402,112.61414257382006,92276800,114.44928970336916,114.54128921508789,87.77033897399902,0.0134721550367922,53.20675010762457,114.16065979003906,119.77811761563224,108.5432019644459,0.3318604584706293,0.7075450405233572,-0.3756845820527279,3.450456883970593,20.60158331475869,1.023921755211005,29.73603918665619,22.771671923648537,53.926093994812014,0.3675712773269453,25.51801806374681,47.335745902910304,0.5616902746802168,30.71391803392679,54.52434203223889,0.8022825354742764,35.88518468844327,0.013472155036792222,-0.17500024586345908,3.426079316706518,0.013560522522984453,0.11752324621000176,3.466475973691842,0.007343418600411322,-0.09521904537788761,3.561198951577824,-0.719343887187442,-0.035710818856315996,-4.916434748988117,-1,0,-0.06638052537479122,0.3735321871776135,0,1
2020-10-28,108.43096923828124,112.55563988990885,108.3334608590648,112.18510507312128,143937800,113.47516479492188,114.45621154785157,87.9339877319336,-0.0463121848332366,43.49770967808103,113.93589973449708,120.09493677464052,107.77686269435362,-0.1199425430758225,0.5420475238035213,-0.6619900668793438,3.707464586668883,17.165965072353792,1.038973914406158,0.6997784323984882,15.927330928718648,53.20675010762457,0.3318604584706293,20.60158331475869,53.926093994812014,0.3675712773269453,25.51801806374681,47.335745902910304,0.5616902746802168,30.71391803392679,-0.046312184833236736,0.559848195862882,3.450456883970593,-0.03346395473061037,0.28687437807720473,3.426079316706518,-0.03337967973577194,0.7431666194355029,3.466475973691842,-9.709040429543542,-0.4518030015464518,-3.4356182424048995,-1,0,-0.02185253524702324,0.37351715900851573,0,1
2020-10-29,112.44837951660156,114.01828898706523,109.4060689558234,109.57184138543089,146129200,112.9495849609375,114.44865432739256,88.119345703125,0.0370503953486931,47.34809968836383,113.86422996520996,120.05917370614524,107.66928622427469,-0.1520752139020516,0.4032229762624068,-0.5552981901644584,3.961686909566516,14.590018494310566,1.042156893810929,29.53111671793821,19.98897811233096,43.49770967808103,-0.1199425430758225,17.165965072353792,53.20675010762457,0.3318604584706293,20.60158331475869,53.926093994812014,0.3675712773269453,25.51801806374681,0.037050395348693366,0.015224631750659023,3.707464586668883,-0.010977674242076518,0.5835963102318242,3.450456883970593,0.0023465878653829986,0.30646656659278837,3.426079316706518,3.8503900102828013,-0.03213267082622909,-2.575946578043226,-1,0,-0.042316915978563796,0.3734284409261278,0,1
2020-10-30,106.1492691040039,109.20132604764738,105.03765692954389,108.29448375380744,190272600,111.95888748168946,114.26504348754882,88.26848697662354,-0.0560177962517252,24.220334957108207,113.6614101409912,120.5836111591802,106.73920912280222,-0.6780104708089851,0.1869762868481284,-0.8649867576571135,3.919199379720207,19.651944300503324,1.0396397752940774,6.45161507389541,12.227503408077366,47.34809968836383,-0.1520752139020516,14.590018494310566,43.49770967808103,-0.1199425430758225,17.165965072353792,53.20675010762457,0.3318604584706293,20.60158331475869,-0.056017796251725205,0.30208473049876416,3.961686909566516,-0.02104288240072083,0.32190849102876373,3.707464586668883,-0.06638052537479122,1.061976574827042,3.450456883970593,-23.127764731255624,-0.5259352569069335,5.0619258061927574,-1,1,0.0559431452023571,0.7039290559072344,1,1
2020-11-02,106.0614776611328,107.92391966714172,104.64758758408,106.39301507304658,122866900,111.25583953857422,113.96081268310547,88.412964553833,-0.0008270564989484,27.10730220748738,113.28453407287596,120.99671835058642,105.57234979516552,-1.089344699203764,-0.06828791036225,-1.021056788841514,3.753432734515425,23.692163968035853,1.0313082428243203,9.229765130299942,15.07083230737785,24.220334957108207,-0.6780104708089851,19.651944300503324,47.34809968836383,-0.1520752139020516,14.590018494310566,43.49770967808103,-0.1199425430758225,17.165965072353792,-0.0008270564989485418,-0.35425857427711605,3.919199379720207,-0.056798522868227064,-0.15918994971573097,3.961686909566516,-0.02185253524702324,-0.14638892632790002,3.707464586668883,2.886967250379172,-0.41133422839477896,4.040219667532529,-1,1,0.09432766807488879,0.7039849408837747,1,1
2020-11-03,107.68991088867188,108.71376013684448,106.0224928792937,106.9293350359113,107624400,110.56644439697266,113.66014099121094,88.56819904327392,0.0153536728268288,31.14700875483044,113.15192108154297,121.16257277222124,105.1412693908647,-1.2692974161287085,-0.3084898115155417,-0.9608076046131666,3.7081601939962607,26.776200293501308,1.0253839273578935,21.925607912096005,12.535662705430449,27.10730220748738,-1.089344699203764,23.692163968035853,24.220334957108207,-0.6780104708089851,19.651944300503324,47.34809968836383,-0.1520752139020516,14.590018494310566,0.01535367282682909,-0.12405700803064124,3.753432734515425,0.01451391797298629,-0.43436732351373764,3.919199379720207,-0.042316915978563796,-0.2634983288760905,3.961686909566516,4.039706547343062,-0.1799527169249444,3.084036325465455,-1,1,0.07655543001652432,0.6170884423406976,1,1
